meta	text	left	key_phrase	right	key_phrase	key_lemma	key_word	id	ip	country	random	cleft
c0d87d22f42a065f7f9016883d5ba4f70731,85.25.136.205,DE,1	                                  Quellblasenschnecken eingeschleppt , seit dem < ist /|sein|  die /|die|  Algenpopulation /|Algenpopulation|  stark /|stark|  am /|an|  dezimieren /|dezimieren| > ... die Kollegen weiden in einem Affenzahn                             	                                  Quellblasenschnecken eingeschleppt , seit dem 	ist die Algenpopulation stark am dezimieren	 ... die Kollegen weiden in einem Affenzahn                             	ist die Algenpopulation stark am dezimieren	dezimieren	dezimieren	c0d87d22f42a065f7f9016883d5ba4f70731	85.25.136.205	DE	120	
e7a6897e65e83150f3a7094144eb66e2d69c,217.13.206.167,DE,0	                                     Sendung * zu Kevin zurück guck * Das Video < ist /|sein|  grad /|gerade|  am /|an|  Digitalisieren /|digitalisieren| > ! Pokémon 4 EVER ( In jeder Sig zwei Zufalls-Pokémon                   	                                     Sendung * zu Kevin zurück guck * Das Video 	ist grad am Digitalisieren	 ! Pokémon 4 EVER ( In jeder Sig zwei Zufalls-Pokémon                   	ist grad am Digitalisieren	digitalisieren	Digitalisieren	e7a6897e65e83150f3a7094144eb66e2d69c	217.13.206.167	DE	1793	
d15a64df0d9dd642e5e11fdfaf17ca5e81a4,93.187.233.53,DE,1	                               allerdings auch ... 22.10.2004 , 21:36 Tja , nun < sind /|sein|  hier /|hier|  schon /|schon|  3 /|3|  Frauen /|Frau|  darüber /|darüber|  am /|an|  diskutieren /|diskutieren| > , ob wir diese Frauenecke brauchen ...                                 	                               allerdings auch ... 22.10.2004 , 21:36 Tja , nun 	sind hier schon 3 Frauen darüber am diskutieren	 , ob wir diese Frauenecke brauchen ...                                 	sind hier schon 3 Frauen darüber am diskutieren	diskutieren	diskutieren	d15a64df0d9dd642e5e11fdfaf17ca5e81a4	93.187.233.53	DE	474	
863118212d7fa0fbcf5b3b8a37e11594ab73,217.13.68.206,DE,0	                                        glück sind nicht alle frauen so , sonst < wär /|sein|  man /|man|  mehr /|mehr|  am /|an|  diskutieren /|diskutieren| > und rumärgern als beim sex . um letzteren                              	                                        glück sind nicht alle frauen so , sonst 	wär man mehr am diskutieren	 und rumärgern als beim sex . um letzteren                              	wär man mehr am diskutieren	diskutieren	diskutieren	863118212d7fa0fbcf5b3b8a37e11594ab73	217.13.68.206	DE	655	
99f528c2cbecd00d7e51176c2e5d7f27c6ca,62.138.110.225,DE,0	                                     feiert ihr Weihnachten ? Mein mann und ich < sind /|sein|  jedes /|jede|  jahr /|Jahr|  am /|an|  diskutieren /|diskutieren| > wie wir Heiligabend verbringen werden .                                	                                     feiert ihr Weihnachten ? Mein mann und ich 	sind jedes jahr am diskutieren	 wie wir Heiligabend verbringen werden .                                	sind jedes jahr am diskutieren	diskutieren	diskutieren	99f528c2cbecd00d7e51176c2e5d7f27c6ca	62.138.110.225	DE	706	
b2096cf9b760b5297d2aaa29e8f7f5dd01c6,78.46.85.73,DE,1	                                    Macl 05.05.2009 , 22:52 Das meinst du . Ich < bin /|sein|  da /|da|  gern /|gern|  am /|an|  diskutieren /|diskutieren| > ... " Warum nich ? " " Weil es bei uns                                 	                                    Macl 05.05.2009 , 22:52 Das meinst du . Ich 	bin da gern am diskutieren	 ... " Warum nich ? " " Weil es bei uns                                 	bin da gern am diskutieren	diskutieren	diskutieren	b2096cf9b760b5297d2aaa29e8f7f5dd01c6	78.46.85.73	DE	771	
1f967aac654f1ac30cfb36efc8da7857f14c,195.50.176.234,DE,1	                                  studio . das kostet auf dauer mehr geld , man < ist /|sein|  zeitlich /|zeitlich|  eigeschrängt /|(unknown)|  und /|und|  ist /|sein|  nur /|nur|  am /|an|  diskutieren /|diskutieren| > , was dann wieder an zeit wegfällt , was                               	                                  studio . das kostet auf dauer mehr geld , man 	ist zeitlich eigeschrängt und ist nur am diskutieren	 , was dann wieder an zeit wegfällt , was                               	ist zeitlich eigeschrängt und ist nur am diskutieren	diskutieren	diskutieren	1f967aac654f1ac30cfb36efc8da7857f14c	195.50.176.234	DE	1300	
40a64d40b96fb15b636e42e84b1d594da70e,217.13.206.164,DE,0	                                       den Eltern und Geschwistern . Naja , wir < sind /|sein|  noch /|noch|  am /|an|  diskutieren /|diskutieren| > wie und wo , haben ja noch ein paar Wochen                             	                                       den Eltern und Geschwistern . Naja , wir 	sind noch am diskutieren	 wie und wo , haben ja noch ein paar Wochen                             	sind noch am diskutieren	diskutieren	diskutieren	40a64d40b96fb15b636e42e84b1d594da70e	217.13.206.164	DE	1301	
27e001923c229dc32a2eeaf8a73ecb98c394,194.126.239.34,DE,1	                                       ich , auch nicht organisiert werden oder < sind /|sein|  die /|die|  mods /|(unknown)|  schon /|schon|  heftig /|heftig|  am /|an|  diskutieren /|diskutieren| > ?! Erstmal muss ja der Ort festgelegt werden                           	                                       ich , auch nicht organisiert werden oder 	sind die mods schon heftig am diskutieren	 ?! Erstmal muss ja der Ort festgelegt werden                           	sind die mods schon heftig am diskutieren	diskutieren	diskutieren	27e001923c229dc32a2eeaf8a73ecb98c394	194.126.239.34	DE	1496	
5d9952353202a2ee637cc13886b63e783438,80.237.157.94,DE,1	                               tüv-zugelassenen xenon-scheinwerfer für den cc ! < bin /|sein|  da /|da|  grade /|Grad|  heftig /|heftig|  am /|an|  diskutieren /|diskutieren| > , weil sie mir leider nicht so besonders                               	                               tüv-zugelassenen xenon-scheinwerfer für den cc ! 	bin da grade heftig am diskutieren	 , weil sie mir leider nicht so besonders                               	bin da grade heftig am diskutieren	diskutieren	diskutieren	5d9952353202a2ee637cc13886b63e783438	80.237.157.94	DE	1567	
014c6584efa8aa5266fd65817c212e4e81b1,85.13.160.53,DE,0	                                      Ab 15 Minuten steht ein Ward vor Nashor . < Ist /|sein|  man /|man|  am /|an|  dominieren /|dominieren| > , so stellt man auch Wards zu den Gegnern                              	                                      Ab 15 Minuten steht ein Ward vor Nashor . 	Ist man am dominieren	 , so stellt man auch Wards zu den Gegnern                              	Ist man am dominieren	dominieren	dominieren	014c6584efa8aa5266fd65817c212e4e81b1	85.13.160.53	DE	656	
266e4dfe5eb5e146b55fd79f1e91659e9af7,92.43.106.95,DE,1	                                       Video Back-Up 24.08.2005 , 13:39 Hallo , < bin /|sein|  selber /|selber|  noch /|noch|  am /|an|  downloaden /|downloaden| > : uriblank EDIT : Kurz und gut würde ich                               	                                       Video Back-Up 24.08.2005 , 13:39 Hallo , 	bin selber noch am downloaden	 : uriblank EDIT : Kurz und gut würde ich                               	bin selber noch am downloaden	downloaden	downloaden	266e4dfe5eb5e146b55fd79f1e91659e9af7	92.43.106.95	DE	741	
6e99fb911f09812e548a38781e056a64b6d6,89.107.187.181,DE,1	                                Bescheid geben können ;) 05.01.2011 , 20:05 ich < bin /|sein|  gerade /|gerade|  am /|an|  downloaden /|downloaden| > des updates . Daher kann ich das jetzt                                 	                                Bescheid geben können ;) 05.01.2011 , 20:05 ich 	bin gerade am downloaden	 des updates . Daher kann ich das jetzt                                 	bin gerade am downloaden	downloaden	downloaden	6e99fb911f09812e548a38781e056a64b6d6	89.107.187.181	DE	1030	
cf2e64680a75abfaf332b7d407881bdb1f28,92.43.106.95,DE,1	                                        17:52 Ich glaub das Spiel is released . < Bin /|sein|  momentan /|momentan|  am /|an|  downloaden /|downloaden| > . Es ist 382 MB gross . Bin aber nicht                                 	                                        17:52 Ich glaub das Spiel is released . 	Bin momentan am downloaden	 . Es ist 382 MB gross . Bin aber nicht                                 	Bin momentan am downloaden	downloaden	downloaden	cf2e64680a75abfaf332b7d407881bdb1f28	92.43.106.95	DE	1929	
d92760bb6e028d6c330cced3e05d94780386,178.63.87.206,DE,1	                        schieb ' ich dir den schwarzen Peter zu : Du < bist /|sein|  am /|an|  dransten /|(unknown)| > mit der nächsten Frage . :P mmmh , aus                       	                        schieb ' ich dir den schwarzen Peter zu : Du 	bist am dransten	 mit der nächsten Frage . :P mmmh , aus                       	bist am dransten	(unknown)	dransten	d92760bb6e028d6c330cced3e05d94780386	178.63.87.206	DE	141	discard
ce0f4f95e0f62b4ca305a2238c3bf9230d3c,178.63.41.194,DE,1	                                     wird ja nun alles anders ! Die ersten Tage < war /|sein|  ich /|ich|  etwas /|etwas|  am /|an|  driften /|driften| > , aber jetzt bin ich wieder drin , im WW-Punktesystem                  	                                     wird ja nun alles anders ! Die ersten Tage 	war ich etwas am driften	 , aber jetzt bin ich wieder drin , im WW-Punktesystem                  	war ich etwas am driften	driften	driften	ce0f4f95e0f62b4ca305a2238c3bf9230d3c	178.63.41.194	DE	1387	
1aacf995c7d9f649be6d1efb4784e869c2c6,82.165.138.204,DE,1	                     Impressum und siehe da --- > > > Neue Druckerei < war /|sein|  am /|am|  drucken /|drucken| > . Nicht mehr Pirna , sondern jetzt wird                      	                     Impressum und siehe da --- > > > Neue Druckerei 	war am drucken	 . Nicht mehr Pirna , sondern jetzt wird                      	war am drucken	drucken	drucken	1aacf995c7d9f649be6d1efb4784e869c2c6	82.165.138.204	DE	729	
0dde7a2a7ca289559ca49d27daf7931ab3b9,176.221.44.10,DE,1	                                     Zigaretten rauchen . Aber die Sucht in mir < ist /|sein|  doch /|doch|  arg /|arg|  am /|an|  drücken /|drücken| > . Will haben , will haben , will haben                                 	                                     Zigaretten rauchen . Aber die Sucht in mir 	ist doch arg am drücken	 . Will haben , will haben , will haben                                 	ist doch arg am drücken	drücken	drücken	0dde7a2a7ca289559ca49d27daf7931ab3b9	176.221.44.10	DE	544	
8d13f3d211be9fde9d312740bf9034372f5a,85.13.139.35,DE,1	                                       Was habe ich da nur gekauft ... Das Ding < ist /|sein|  so /|so|  ultimativ /|ultimativ|  am /|an|  drücken /|drücken| > das habe ich noch NIE GEHÖRT in einem meiner                           	                                       Was habe ich da nur gekauft ... Das Ding 	ist so ultimativ am drücken	 das habe ich noch NIE GEHÖRT in einem meiner                           	ist so ultimativ am drücken	drücken	drücken	8d13f3d211be9fde9d312740bf9034372f5a	85.13.139.35	DE	734	
74ce4c6f8547fb9f45057a9ee4c60a625980,178.77.85.253,DE,1	                                        Teamentwicklung-Kurs vor mir liegen ... < bin /|sein|  grad /|gerade|  am /|am|  durcharbeiten /|durcharbeiten| > und kann sie dir dann ja mitgeben ... So                               	                                        Teamentwicklung-Kurs vor mir liegen ... 	bin grad am durcharbeiten	 und kann sie dir dann ja mitgeben ... So                               	bin grad am durcharbeiten	durcharbeiten	durcharbeiten	74ce4c6f8547fb9f45057a9ee4c60a625980	178.77.85.253	DE	749	
90d8f52037e7517357929c45695ec29df379,46.163.119.32,DE,1	                                     lernt ihr sowas ?? bitte um eure hilfe !!! < bin /|sein|  völlig /|völlig|  am /|an|  durchdrehen /|durchdrehen| > !! Kamikaze 01.07.2006 , 18:10 ich hab                                 	                                     lernt ihr sowas ?? bitte um eure hilfe !!! 	bin völlig am durchdrehen	 !! Kamikaze 01.07.2006 , 18:10 ich hab                                 	bin völlig am durchdrehen	durchdrehen	durchdrehen	90d8f52037e7517357929c45695ec29df379	46.163.119.32	DE	202	
778b7b3c8e41252a84367cee676ec66d447b,80.190.156.74,DE,0	                                      am 14.04.2010 , 19:59 dazu : " Oh man ich < bin /|sein|  echt /|echt|  am /|an|  durchdrehen /|durchdrehen| > ... schreibe morgen mein abi und fühl mich                             	                                      am 14.04.2010 , 19:59 dazu : " Oh man ich 	bin echt am durchdrehen	 ... schreibe morgen mein abi und fühl mich                             	bin echt am durchdrehen	durchdrehen	durchdrehen	778b7b3c8e41252a84367cee676ec66d447b	80.190.156.74	DE	479	
accbecc4507d8bc7fb436b4c35140e67c6df,80.237.132.172,DE,1	                                     Stirn . " Warum sollte sie nicht ? " Jetzt < war /|sein|  er /|er|  völlig /|völlig|  am /|an|  durchdrehen /|durchdrehen| > . " Du hast Angst , nicht wahr " , fragte                              	                                     Stirn . " Warum sollte sie nicht ? " Jetzt 	war er völlig am durchdrehen	 . " Du hast Angst , nicht wahr " , fragte                              	war er völlig am durchdrehen	durchdrehen	durchdrehen	accbecc4507d8bc7fb436b4c35140e67c6df	80.237.132.172	DE	1004	
430146087a9455fbc1d05d33ee08475a703f,178.63.84.85,DE,1	                                        fängt suchen an und findet nichts . Der < war /|sein|  fast /|fast|  am /|an|  durchdrehen /|durchdrehen| > :-) , bis er bei mir angerufen hat . Hatte                             	                                        fängt suchen an und findet nichts . Der 	war fast am durchdrehen	 :-) , bis er bei mir angerufen hat . Hatte                             	war fast am durchdrehen	durchdrehen	durchdrehen	430146087a9455fbc1d05d33ee08475a703f	178.63.84.85	DE	1104	
9aa4774579cc9121cc7d3d29380da5b26e15,195.137.213.98,DE,0	                                        ) 15 - Nov -2008 Früher in den Kasernen < waren /|sein|  Bücher /|Buch|  mit /|mit|  das /|die|  Einzige /|einzig|  was /|was|  mich /|ich|  am /|an|  durchdrehen /|durchdrehen| > gehindert haben . Sich mit thumben Tagesabläufen                       	                                        ) 15 - Nov -2008 Früher in den Kasernen 	waren Bücher mit das Einzige was mich am durchdrehen	 gehindert haben . Sich mit thumben Tagesabläufen                       	waren Bücher mit das Einzige was mich am durchdrehen	durchdrehen	durchdrehen	9aa4774579cc9121cc7d3d29380da5b26e15	195.137.213.98	DE	1122	discard
088a308236583876959c3e37f115ecd2fefa,85.13.141.92,DE,1	                                       an ; habe kommenden samstag mathe sa und < bin /|sein|  jetzt /|jetzt|  schon /|schon|  am /|an|  durchdrehen /|durchdrehen| > ! hatte voriges jahr ( 2 tes semester )                                	                                       an ; habe kommenden samstag mathe sa und 	bin jetzt schon am durchdrehen	 ! hatte voriges jahr ( 2 tes semester )                                	bin jetzt schon am durchdrehen	durchdrehen	durchdrehen	088a308236583876959c3e37f115ecd2fefa	85.13.141.92	DE	1568	
d9935e61b7a7bc93de1ef8eccaee4a552b1b,78.138.115.5,DE,1	                                       drauf endlich ausgestanzt zu werden :D . < Bin /|sein|  auch /|auch|  schon /|schon|  am /|an|  durchdrehen /|durchdrehen| > . Suche dauernd das ganze Internet nach                                	                                       drauf endlich ausgestanzt zu werden :D . 	Bin auch schon am durchdrehen	 . Suche dauernd das ganze Internet nach                                	Bin auch schon am durchdrehen	durchdrehen	durchdrehen	d9935e61b7a7bc93de1ef8eccaee4a552b1b	78.138.115.5	DE	1827	
86f3bb32def3701ccb1196a144ab9c768deb,212.227.141.154,DE,0	                                       umfassendes Material zur BW gekriegt und < bin /|sein|  wie /|wie|  der /|die|  Irre /|Irre|  am /|an|  durchforsten /|durchforsten| > . Jetzt laufe ich gegen den ersten Baum                                	                                       umfassendes Material zur BW gekriegt und 	bin wie der Irre am durchforsten	 . Jetzt laufe ich gegen den ersten Baum                                	bin wie der Irre am durchforsten	durchforsten	durchforsten	86f3bb32def3701ccb1196a144ab9c768deb	212.227.141.154	DE	1288	
d79cb7e2b456a74d08ee464272e9f7c70501,46.4.103.179,DE,1	                                    flea Vio 06.07.2008 , 21:49 Danke schön ... < bin /|sein|  immer /|immer|  noch /|noch|  am /|an|  durchforsten /|durchforsten| > ... es gefällt mir hier , auch wenn alles                              	                                    flea Vio 06.07.2008 , 21:49 Danke schön ... 	bin immer noch am durchforsten	 ... es gefällt mir hier , auch wenn alles                              	bin immer noch am durchforsten	durchforsten	durchforsten	d79cb7e2b456a74d08ee464272e9f7c70501	46.4.103.179	DE	1657	
1df843be4cede3f8c5fd711ed62c15e0e6ce,213.83.63.59,DE,0	                                    darüber , dass diese Entgelte nicht so hoch < sind /|sein|  , /|,|  dass /|dass|  Wettbewerber /|Wettbewerber|  am /|an|  Durchleiten /|durchleiten| > von Energie gehindert werden . Schließlich                             	                                    darüber , dass diese Entgelte nicht so hoch 	sind , dass Wettbewerber am Durchleiten	 von Energie gehindert werden . Schließlich                             	sind , dass Wettbewerber am Durchleiten	durchleiten	Durchleiten	1df843be4cede3f8c5fd711ed62c15e0e6ce	213.83.63.59	DE	1489	discard
84a50057080f2e15966e16302cd719eb04f9,85.214.93.94,DE,1	                                     für die netten Willkommensgrüße . Zur Zeit < bin /|sein|  ich /|ich|  die /|die|  Foren /|Forum|  am /|an|  durchlesen /|durchlesen| > , da bekommt man ja auch schon vieles mit                              	                                     für die netten Willkommensgrüße . Zur Zeit 	bin ich die Foren am durchlesen	 , da bekommt man ja auch schon vieles mit                              	bin ich die Foren am durchlesen	durchlesen	durchlesen	84a50057080f2e15966e16302cd719eb04f9	85.214.93.94	DE	1864	
5a50b6f2566e4e47d1f93aba65525342715f,85.214.101.104,DE,1	                                      ick lieb die fette vette halt . : lol ... < bin /|sein|  halt /|halt|  ein /|eine|  paar /|paar|  karren /|karren|  am /|an|  durchmachen /|durchmachen| > weil ich ca. 17 uhr zu meinem mädel fahre                              	                                      ick lieb die fette vette halt . : lol ... 	bin halt ein paar karren am durchmachen	 weil ich ca. 17 uhr zu meinem mädel fahre                              	bin halt ein paar karren am durchmachen	durchmachen	durchmachen	5a50b6f2566e4e47d1f93aba65525342715f	85.214.101.104	DE	261	
f4ec5ef0e3a0d7fe0ed4446f19adf2384762,217.13.199.31,DE,1	                                   Homecast seinen Geist aufgegeben hat . Jetzt < bin /|sein|  ich /|ich|  seit /|seit|  2 /|2|  Tagen /|Tag|  am /|an|  durchprobieren /|durchprobieren| > und hab jetzt nach vielem Lesen ( vielen                               	                                   Homecast seinen Geist aufgegeben hat . Jetzt 	bin ich seit 2 Tagen am durchprobieren	 und hab jetzt nach vielem Lesen ( vielen                               	bin ich seit 2 Tagen am durchprobieren	durchprobieren	durchprobieren	f4ec5ef0e3a0d7fe0ed4446f19adf2384762	217.13.199.31	DE	146	
5f6ef72ef89c530540c3556d73471324f9e2,87.119.211.194,DE,1	                                 trocken sind , vor allem die Oberkopf-Längen ) < Bin /|sein|  z.Zt /|(unknown)|  voll /|voll|  am /|an|  durchprobieren /|durchprobieren| > . :seufz: ketoglutarat 08.12.2009 , 15:40                              	                                 trocken sind , vor allem die Oberkopf-Längen ) 	Bin z.Zt voll am durchprobieren	 . :seufz: ketoglutarat 08.12.2009 , 15:40                              	Bin z.Zt voll am durchprobieren	durchprobieren	durchprobieren	5f6ef72ef89c530540c3556d73471324f9e2	87.119.211.194	DE	223	
886a6a4ff154c027d8443e48fcf0270f5ebb,217.13.206.177,DE,0	                                      einig . meine 2 Restlieferungen sind da . < Bin /|sein|  grad /|gerade|  am /|am|  durchprobieren /|durchprobieren| > , aber bei 14 Liquids dauert das etwas                                 	                                      einig . meine 2 Restlieferungen sind da . 	Bin grad am durchprobieren	 , aber bei 14 Liquids dauert das etwas                                 	Bin grad am durchprobieren	durchprobieren	durchprobieren	886a6a4ff154c027d8443e48fcf0270f5ebb	217.13.206.177	DE	972	
886a6a4ff154c027d8443e48fcf0270f5ebb,217.13.206.177,DE,0	                                      einig . meine 2 Restlieferungen sind da . < Bin /|sein|  grad /|gerade|  am /|am|  durchprobieren /|durchprobieren| > , aber bei 14 Liquids dauert das etwas                                 	                                      einig . meine 2 Restlieferungen sind da . 	Bin grad am durchprobieren	 , aber bei 14 Liquids dauert das etwas                                 	Bin grad am durchprobieren	durchprobieren	durchprobieren	886a6a4ff154c027d8443e48fcf0270f5ebb	217.13.206.177	DE	1338	
886a6a4ff154c027d8443e48fcf0270f5ebb,217.13.206.177,DE,0	                                       denk ich einig . meine 2 Restlieferungen < sind /|sein|  da /|da|  . /|.|  Bin /|sein|  grad /|gerade|  am /|am|  durchprobieren /|durchprobieren| > , aber bei 14 Liquids dauert das etwas                                 	                                       denk ich einig . meine 2 Restlieferungen 	sind da . Bin grad am durchprobieren	 , aber bei 14 Liquids dauert das etwas                                 	sind da . Bin grad am durchprobieren	durchprobieren	durchprobieren	886a6a4ff154c027d8443e48fcf0270f5ebb	217.13.206.177	DE	1741	
5e27b76bfe5cc387bab969b003db838f1cef,83.133.96.142,DE,1	                                   welche Version , sind sowieso unterirdisch . < Bin /|sein|  nun /|nun|  am /|am|  durchrechnen /|durchrechnen| > , ob ich meine LV rückkaufe . Kann sein                                	                                   welche Version , sind sowieso unterirdisch . 	Bin nun am durchrechnen	 , ob ich meine LV rückkaufe . Kann sein                                	Bin nun am durchrechnen	durchrechnen	durchrechnen	5e27b76bfe5cc387bab969b003db838f1cef	83.133.96.142	DE	498	
3168c96be2967c046d7ea6852a4e8166022d,78.46.9.24,DE,1	                                      entdecken können . 16.12.2006 , 14:36 Ich < war /|sein|  grad /|gerade|  eine /|eine|  Fanseite /|Fanseite|  zum /|zu|  Spiel /|Spiel|  am /|an|  durchsehen /|durchsehen| > und hab diese Einheit hier gefunden , aber                             	                                      entdecken können . 16.12.2006 , 14:36 Ich 	war grad eine Fanseite zum Spiel am durchsehen	 und hab diese Einheit hier gefunden , aber                             	war grad eine Fanseite zum Spiel am durchsehen	durchsehen	durchsehen	3168c96be2967c046d7ea6852a4e8166022d	78.46.9.24	DE	1065	
2a289b8d13eab8e9da5a87354d5ecad77659,85.25.153.28,DE,1	                                       Gut das ich aus Driburg raus fuhr , dort < ist /|sein|  70 /|70|  angesagt /|ansagen|  und /|und|  ich /|ich|  war /|sein|  am /|am|  durchstarten /|durchstarten| > ... Schwein gehabt !!! :D Eugen 18.03.2006                             	                                       Gut das ich aus Driburg raus fuhr , dort 	ist 70 angesagt und ich war am durchstarten	 ... Schwein gehabt !!! :D Eugen 18.03.2006                             	ist 70 angesagt und ich war am durchstarten	durchstarten	durchstarten	2a289b8d13eab8e9da5a87354d5ecad77659	85.25.153.28	DE	1278	
f6327db844ad507593934326ab4205a6f6f2,46.163.116.61,DE,1	                                      Mods alle durch . 28.08.2006 , 18:04 WC 3 < bin /|sein|  ich /|ich|  wenn /|wenn|  schon /|schon|  eigentlich /|eigentlich|  nur /|nur|  noch /|noch|  am /|an|  Editieren /|editieren| > , Dia hab ich eigentlich nur noch drauf                                	                                      Mods alle durch . 28.08.2006 , 18:04 WC 3 	bin ich wenn schon eigentlich nur noch am Editieren	 , Dia hab ich eigentlich nur noch drauf                                	bin ich wenn schon eigentlich nur noch am Editieren	editieren	Editieren	f6327db844ad507593934326ab4205a6f6f2	46.163.116.61	DE	900	
39e035817040fa5ebc1ad133c79154401f74,83.169.29.242,DE,0	                                      24. April 2014 - 14:21 # 6 @ Gillian Seed < War /|sein|  gerade /|gerade|  noch /|noch|  am /|an|  editieren /|editieren| > 388. .. das ist ja noch günstiger als ich                              	                                      24. April 2014 - 14:21 # 6 @ Gillian Seed 	War gerade noch am editieren	 388. .. das ist ja noch günstiger als ich                              	War gerade noch am editieren	editieren	editieren	39e035817040fa5ebc1ad133c79154401f74	83.169.29.242	DE	1027	
09d599ca2ade2c0b002d25ee7cb430b55822,83.246.78.194,DE,1	                                      so wie ich mir das hier überlegt habe ... < bin /|sein|  gerade /|gerade|  noch /|noch|  die /|die|  letze /|(unknown)|  Tabelle /|Tabelle|  am /|an|  einbauen /|einbauen| > und dann der Feinschliff ... um 11.00 Uhr                              	                                      so wie ich mir das hier überlegt habe ... 	bin gerade noch die letze Tabelle am einbauen	 und dann der Feinschliff ... um 11.00 Uhr                              	bin gerade noch die letze Tabelle am einbauen	einbauen	einbauen	09d599ca2ade2c0b002d25ee7cb430b55822	83.246.78.194	DE	193	
50e8384a3bae21769bb1d0eada1bc9fce0f2,62.75.235.96,DE,1	                                     bekommen . Sieht alles " ganz okay " aus . < Bin /|sein|  jetzt /|jetzt|  gerade /|gerade|  am /|an|  einbauen /|einbauen| > und habe mal Feierabend gemacht . Folgendes                            	                                     bekommen . Sieht alles " ganz okay " aus . 	Bin jetzt gerade am einbauen	 und habe mal Feierabend gemacht . Folgendes                            	Bin jetzt gerade am einbauen	einbauen	einbauen	50e8384a3bae21769bb1d0eada1bc9fce0f2	62.75.235.96	DE	681	
417bc3a8277edee48b96e569fedca3b91c84,62.75.235.96,DE,1	                                       die lampe auch oft an mein moped xb 12 s < ist /|sein|  neu /|neu|  100 /|100|  km /|km|  runter /|runter|  bin /|sein|  noch /|noch|  am /|an|  einfahren /|einfahren| > mache ich was falsch beim starten ? ich                                	                                       die lampe auch oft an mein moped xb 12 s 	ist neu 100 km runter bin noch am einfahren	 mache ich was falsch beim starten ? ich                                	ist neu 100 km runter bin noch am einfahren	einfahren	einfahren	417bc3a8277edee48b96e569fedca3b91c84	62.75.235.96	DE	35	
0167eda8ac73087724a07031d48a90f76eb2,77.91.236.9,DE,0	                                       einer Neueinrichtung eines 200 l Beckens < bin /|sein|  ich /|ich|  momentan /|momentan|  am /|an|  einfahren /|einfahren| > . Habe während dieser Phase auch ganz wenig                            	                                       einer Neueinrichtung eines 200 l Beckens 	bin ich momentan am einfahren	 . Habe während dieser Phase auch ganz wenig                            	bin ich momentan am einfahren	einfahren	einfahren	0167eda8ac73087724a07031d48a90f76eb2	77.91.236.9	DE	709	
1a594ebfbd19f11bda8f7c4704fa137ed224,80.237.132.83,DE,0	                                        nicht SCHWIMMEN . Regen ohne Ende . Ich < bin /|sein|  aber /|aber|  noch /|noch|  am /|an|  einfahren /|einfahren| > . Bericht kommt noch . Wie weit bist du                                	                                        nicht SCHWIMMEN . Regen ohne Ende . Ich 	bin aber noch am einfahren	 . Bericht kommt noch . Wie weit bist du                                	bin aber noch am einfahren	einfahren	einfahren	1a594ebfbd19f11bda8f7c4704fa137ed224	80.237.132.83	DE	1276	
cefe67823a03bac3a0fc5dc825852ee966ef,85.25.136.205,DE,1	                                   gerry 10.08.2004 , 13:34 hallo , mein 240 aq < ist /|sein|  gerade /|gerade|  am /|an|  einfahren /|einfahren| > seit einer woche , ich hab mir von jbl                                 	                                   gerry 10.08.2004 , 13:34 hallo , mein 240 aq 	ist gerade am einfahren	 seit einer woche , ich hab mir von jbl                                 	ist gerade am einfahren	einfahren	einfahren	cefe67823a03bac3a0fc5dc825852ee966ef	85.25.136.205	DE	1611	
527b5d008972cdae05c9c44da200e026cfd9,85.13.144.234,DE,1	                                   Stapelias und Orbeas ( verschiedene Sorten ) < sind /|sein|  irgendwie /|irgendwie|  am /|an|  eingehen /|eingehen| > . in den letzten Wochen haben alle 7 Pflanzen                          	                                   Stapelias und Orbeas ( verschiedene Sorten ) 	sind irgendwie am eingehen	 . in den letzten Wochen haben alle 7 Pflanzen                          	sind irgendwie am eingehen	eingehen	eingehen	527b5d008972cdae05c9c44da200e026cfd9	85.13.144.234	DE	550	
c4c772fa9e096f04a898f1b3282156fd6680,213.203.218.90,DE,1	                                     dem dummen deutschen ? in relation gesehen < ist /|sein|  der /|die|  benzinpreis /|Benzinpreis|  in /|in|  CZ /|(unknown)|  wohl /|wohl|  am /|an|  einkommen /|einkommen| > gemessen 3 mal so hoch wie in deutschland                              	                                     dem dummen deutschen ? in relation gesehen 	ist der benzinpreis in CZ wohl am einkommen	 gemessen 3 mal so hoch wie in deutschland                              	ist der benzinpreis in CZ wohl am einkommen	einkommen	einkommen	c4c772fa9e096f04a898f1b3282156fd6680	213.203.218.90	DE	1725	discard
c15469f3317b5b398cae2006f027bfcfa0b3,87.106.8.133,DE,0	                                   00:16 die nordvogesen sind ein naturpark ... < bin /|sein|  , /|,|  mich /|ich|  grad /|gerade|  am /|an|  einlesen /|einlesen| > ... ist eine interessante ecke ... nicht                               	                                   00:16 die nordvogesen sind ein naturpark ... 	bin , mich grad am einlesen	 ... ist eine interessante ecke ... nicht                               	bin , mich grad am einlesen	einlesen	einlesen	c15469f3317b5b398cae2006f027bfcfa0b3	87.106.8.133	DE	928	
