meta	text	left	key	right	key_phrase	key_lemma	key_word	id	ip	country
56ff3b9d8af4c89a101f7fd60f59dddd1494,178.63.65.18,DE,0	                             R uby.Cha ryl ... komm nach Hause ! Mum < ist /|sein|  am /|am|  ausflippen /|ausflippen| > , ich mach mir Sorgen und alles ! Geh doch                   	                             R uby.Cha ryl ... komm nach Hause ! Mum 	 ist /|sein|  am /|am|  ausflippen /|ausflippen| 	 , ich mach mir Sorgen und alles ! Geh doch                   	ist am ausflippen	ausflippen	ausflippen	56ff3b9d8af4c89a101f7fd60f59dddd1494	178.63.65.18	DE
491c0533bfa48141a00c86d93e17571f3583,178.63.25.115,DE,1	                   elektrische Fensterheber - Erfahrungen ? Moooin , < bin /|sein|  am /|an|  überlegen /|überlegen| > ob ich auf eFH ( vom EE 9 ) umbaue und                       	                   elektrische Fensterheber - Erfahrungen ? Moooin , 	 bin /|sein|  am /|an|  überlegen /|überlegen| 	 ob ich auf eFH ( vom EE 9 ) umbaue und                       	bin am überlegen	überlegen	überlegen	491c0533bfa48141a00c86d93e17571f3583	178.63.25.115	DE
c2550506f0d593811c02f84ce490ca53a2f5,87.230.75.2,DE,1	                            . :) - Ronny DVNO 03.07.2004 , 18:40 ich < war /|sein|  am /|an|  testen /|testen| > von verschiedenen soundkarten , netzwerkkarten               	                            . :) - Ronny DVNO 03.07.2004 , 18:40 ich 	 war /|sein|  am /|an|  testen /|testen| 	 von verschiedenen soundkarten , netzwerkkarten               	war am testen	testen	testen	c2550506f0d593811c02f84ce490ca53a2f5	87.230.75.2	DE
88aacf18564f6ef624c329149a6bbf156899,85.10.192.86,DE,1	                       gesagt : den Bullen wird er sich so zeigen ;) < Bin /|sein|  am /|an|  überlegen /|überlegen| > ich nochmal ein Juni - Paket einwerfen                       	                       gesagt : den Bullen wird er sich so zeigen ;) 	 Bin /|sein|  am /|an|  überlegen /|überlegen| 	 ich nochmal ein Juni - Paket einwerfen                       	Bin am überlegen	überlegen	überlegen	88aacf18564f6ef624c329149a6bbf156899	85.10.192.86	DE
c4634c61197034f7812daaca5d7ff92c1677,78.46.73.103,DE,1	                            Ich hänge jetzt schon tagelang davor und < bin /|sein|  am /|am|  zocken /|zocken| > . Aber grafisch ist es nicht so toll .                       	                            Ich hänge jetzt schon tagelang davor und 	 bin /|sein|  am /|am|  zocken /|zocken| 	 . Aber grafisch ist es nicht so toll .                       	bin am zocken	zocken	zocken	c4634c61197034f7812daaca5d7ff92c1677	78.46.73.103	DE
76a4db7c0cc04624ad7ccbf4c1f3e04c1349,80.237.132.186,DE,0	                           dort eine Regierungskrise ausgelöst hat , < ist /|sein|  am /|am|  abebben /|abebben| > . Gott sei Dank sind ja alle so sehr vergesslich             	                           dort eine Regierungskrise ausgelöst hat , 	 ist /|sein|  am /|am|  abebben /|abebben| 	 . Gott sei Dank sind ja alle so sehr vergesslich             	ist am abebben	abebben	abebben	76a4db7c0cc04624ad7ccbf4c1f3e04c1349	80.237.132.186	DE
029fd051bb6b6c0c50acb17113f28fe8dd74,85.214.250.105,DE,1	                    15.01.2007 , 11:23 Hallo @all , mein 25 l-Becken < ist /|sein|  am /|am|  laufen /|laufen| > und jetzt möchte ich mich um den Bestand                     	                    15.01.2007 , 11:23 Hallo @all , mein 25 l-Becken 	 ist /|sein|  am /|am|  laufen /|laufen| 	 und jetzt möchte ich mich um den Bestand                     	ist am laufen	laufen	laufen	029fd051bb6b6c0c50acb17113f28fe8dd74	85.214.250.105	DE
1c87b18848b6aace8a8fd321c2842c6b704a,213.221.104.5,DE,1	                          fotografin nicht empfehle . aus ende + sie < ist /|sein|  am /|an|  telefonieren /|telefonieren| > wärend der hochzeit wenn man sie braucht                     	                          fotografin nicht empfehle . aus ende + sie 	 ist /|sein|  am /|an|  telefonieren /|telefonieren| 	 wärend der hochzeit wenn man sie braucht                     	ist am telefonieren	telefonieren	telefonieren	1c87b18848b6aace8a8fd321c2842c6b704a	213.221.104.5	DE
5a92d51d85c0c8d65089de165453ce1015f3,82.165.125.241,DE,0	                             Bild 28 Bild 29 Bild 30 Auf dem Bild 30 < ist /|sein|  am /|an|  linken /|linken| > Bildrand der Griff der Kurbel für das Richten                	                             Bild 28 Bild 29 Bild 30 Auf dem Bild 30 	 ist /|sein|  am /|an|  linken /|linken| 	 Bildrand der Griff der Kurbel für das Richten                	ist am linken	linken	linken	5a92d51d85c0c8d65089de165453ce1015f3	82.165.125.241	DE
5a8f25a32e5bee01df33ad7e191ab4bf3d92,82.165.104.97,DE,0	                            ich nicht perfekt Japanisch kann . ( Ich < bin /|sein|  am /|am|  lernen /|lernen| > ) Das gute an dem Spiel ist das selbst                       	                            ich nicht perfekt Japanisch kann . ( Ich 	 bin /|sein|  am /|am|  lernen /|lernen| 	 ) Das gute an dem Spiel ist das selbst                       	bin am lernen	lernen	lernen	5a8f25a32e5bee01df33ad7e191ab4bf3d92	82.165.104.97	DE
6de7aa13df5493acaa8ccfc69565ad505117,85.25.1.231,DE,0	                          2011 in Big Brother 11 von admin Lisa Lisa < ist /|sein|  am /|am|  weinen /|weinen| > , sie würde ihren Freund auch gerne sehen                    	                          2011 in Big Brother 11 von admin Lisa Lisa 	 ist /|sein|  am /|am|  weinen /|weinen| 	 , sie würde ihren Freund auch gerne sehen                    	ist am weinen	weinen	weinen	6de7aa13df5493acaa8ccfc69565ad505117	85.25.1.231	DE
64d211b3d02e5d3c4f9368d3cc0697bd38b7,82.165.76.22,DE,0	                          auf Karton : 48,5 x 32,8 cm ) . Der Karton < ist /|sein|  am /|an|  linken /|linken| > Rand gebrochen . An einigen Stellen sind                     	                          auf Karton : 48,5 x 32,8 cm ) . Der Karton 	 ist /|sein|  am /|an|  linken /|linken| 	 Rand gebrochen . An einigen Stellen sind                     	ist am linken	linken	linken	64d211b3d02e5d3c4f9368d3cc0697bd38b7	82.165.76.22	DE
c32507271c08eac51c287064e965f2eab9f3,213.165.93.151,DE,1	                           Ausländische Märkte für deutsche Produkte < sind /|sein|  am /|am|  wachsen /|wachsen| > . Die deutsche Filmindustrie wächst - eine                   	                           Ausländische Märkte für deutsche Produkte 	 sind /|sein|  am /|am|  wachsen /|wachsen| 	 . Die deutsche Filmindustrie wächst - eine                   	sind am wachsen	wachsen	wachsen	c32507271c08eac51c287064e965f2eab9f3	213.165.93.151	DE
01555ec7ff9c221f8ec1b4cd50c166e1952b,85.190.0.100,DE,0	                     getragen hat und sie ihr weggenommen haben . Es < war /|sein|  am /|am|  regnen /|regnen| > und das Mädchen durfte in Socken nach Hause                  	                     getragen hat und sie ihr weggenommen haben . Es 	 war /|sein|  am /|am|  regnen /|regnen| 	 und das Mädchen durfte in Socken nach Hause                  	war am regnen	regnen	regnen	01555ec7ff9c221f8ec1b4cd50c166e1952b	85.190.0.100	DE
cc035e7dc0b67b2caa6bf3467c1b7680b148,213.61.5.152,DE,0	                         werden . Das verkraftet mein herz nich . Es < is /|sein|  am /|am|  weinen /|weinen| > . Ich huste blut . Denn mein herz weint                      	                         werden . Das verkraftet mein herz nich . Es 	 is /|sein|  am /|am|  weinen /|weinen| 	 . Ich huste blut . Denn mein herz weint                      	is am weinen	weinen	weinen	cc035e7dc0b67b2caa6bf3467c1b7680b148	213.61.5.152	DE
46f735b1d035deb594c8f5901dd30ee8cf47,82.165.116.67,DE,0	                             Ihr seid ja ne Schmugglerbande ! " Alle < waren /|sein|  am /|am|  lachen /|lachen| > ! Um 15.30 Uhr nach deutscher Zeit flogen                    	                             Ihr seid ja ne Schmugglerbande ! " Alle 	 waren /|sein|  am /|am|  lachen /|lachen| 	 ! Um 15.30 Uhr nach deutscher Zeit flogen                    	waren am lachen	lachen	lachen	46f735b1d035deb594c8f5901dd30ee8cf47	82.165.116.67	DE
532dd0eb5e9a35c51406eda924564ddd96a4,80.237.130.12,DE,0	                           einen funktionieren Link gefunden ... ich < bin /|sein|  am /|am|  saugen /|saugen| > und sehr gespannt ... :) MGS 4 - Full 15                     	                           einen funktionieren Link gefunden ... ich 	 bin /|sein|  am /|am|  saugen /|saugen| 	 und sehr gespannt ... :) MGS 4 - Full 15                     	bin am saugen	saugen	saugen	532dd0eb5e9a35c51406eda924564ddd96a4	80.237.130.12	DE
e5456dc9682c77836f68d054a703456edf10,81.169.145.150,DE,0	                          Nacht nicht mehr viel übrig geblieben . Es < ist /|sein|  am /|am|  regnen /|regnen| > und ziemlich nebelig . Nach dem Frühstück                    	                          Nacht nicht mehr viel übrig geblieben . Es 	 ist /|sein|  am /|am|  regnen /|regnen| 	 und ziemlich nebelig . Nach dem Frühstück                    	ist am regnen	regnen	regnen	e5456dc9682c77836f68d054a703456edf10	81.169.145.150	DE
fced4940f5879ac4c0f795cb8564f649dd65,194.97.1.51,DE,1	                      eingeschlossen . Jetzt fällt das weg , und ich < bin /|sein|  am /|an|  überlegen /|überlegen| > ob ich überhaupt das Training optimieren                     	                      eingeschlossen . Jetzt fällt das weg , und ich 	 bin /|sein|  am /|an|  überlegen /|überlegen| 	 ob ich überhaupt das Training optimieren                     	bin am überlegen	überlegen	überlegen	fced4940f5879ac4c0f795cb8564f649dd65	194.97.1.51	DE
a998ed4f2ab60e4ce4e2b2c453666d54c9ca,87.230.61.77,DE,1	                             der FR Seite auf jeweils ca. 300 Euro . < Sind /|sein|  am /|an|  überlegen /|überlegen| > ob wir da nochmal fahren sollen , da letzten                 	                             der FR Seite auf jeweils ca. 300 Euro . 	 Sind /|sein|  am /|an|  überlegen /|überlegen| 	 ob wir da nochmal fahren sollen , da letzten                 	Sind am überlegen	überlegen	überlegen	a998ed4f2ab60e4ce4e2b2c453666d54c9ca	87.230.61.77	DE
ff9cb877abc2be326b8ef424af540679cfad,194.97.1.51,DE,1	                            Ich kann grade nicht genau nachschauen , < bin /|sein|  am /|am|  arbeiten /|arbeiten| > . Cheers DrinkTea b 4 sh 3 r 14.11.2009                      	                            Ich kann grade nicht genau nachschauen , 	 bin /|sein|  am /|am|  arbeiten /|arbeiten| 	 . Cheers DrinkTea b 4 sh 3 r 14.11.2009                      	bin am arbeiten	arbeiten	arbeiten	ff9cb877abc2be326b8ef424af540679cfad	194.97.1.51	DE
3750fa2972a2df86b8f9b99e0fa1d23636d1,81.169.145.88,DE,0	                           Das Wetter ist suuuper , und die Stimmung < ist /|sein|  am /|am|  kochen /|kochen| > . Zladdy ist auch hier und kricht Plack                      	                           Das Wetter ist suuuper , und die Stimmung 	 ist /|sein|  am /|am|  kochen /|kochen| 	 . Zladdy ist auch hier und kricht Plack                      	ist am kochen	kochen	kochen	3750fa2972a2df86b8f9b99e0fa1d23636d1	81.169.145.88	DE
08bfbcfbe0fc8f6ec0c1c34dd964ff9af2c5,217.13.206.164,DE,1	                           ist . " 22.05.2008 15:09 Hurra , die rote < ist /|sein|  am /|am|  aufblühen /|aufblühen| > . Und die kleine zierliche Azalee hat den                    	                           ist . " 22.05.2008 15:09 Hurra , die rote 	 ist /|sein|  am /|am|  aufblühen /|aufblühen| 	 . Und die kleine zierliche Azalee hat den                    	ist am aufblühen	aufblühen	aufblühen	08bfbcfbe0fc8f6ec0c1c34dd964ff9af2c5	217.13.206.164	DE
433b1dabb1bcc4fdc4844cfbf00ddc90ff36,193.24.253.100,DE,1	                        Licht aus seit ihr aber böse und die suchtis < sind /|sein|  am /|am|  weinen /|weinen| > ... :D 18.08.2010 , 13:49 Licht an ohne                      	                        Licht aus seit ihr aber böse und die suchtis 	 sind /|sein|  am /|am|  weinen /|weinen| 	 ... :D 18.08.2010 , 13:49 Licht an ohne                      	sind am weinen	weinen	weinen	433b1dabb1bcc4fdc4844cfbf00ddc90ff36	193.24.253.100	DE
ee39f687ced5bd74f6010d0ea7aa6a334cb1,46.252.18.19,DE,0	                            Die letzte 1 / 2 mi im Laufschritt . Tom < war /|sein|  am /|am|  winken /|winken| > . Und der Turm ??? Voll eingerüstet und                      	                            Die letzte 1 / 2 mi im Laufschritt . Tom 	 war /|sein|  am /|am|  winken /|winken| 	 . Und der Turm ??? Voll eingerüstet und                      	war am winken	winken	winken	ee39f687ced5bd74f6010d0ea7aa6a334cb1	46.252.18.19	DE
9dda101a365b5655a953f51a13ccd0d19134,217.13.206.178,DE,1	                           war Milton Friedman ! Und diese Euro Zone < ist /|sein|  am /|am|  zerbrechen /|zerbrechen| > - gewollt ? - vielleicht !! Der Zerstoerer                   	                           war Milton Friedman ! Und diese Euro Zone 	 ist /|sein|  am /|am|  zerbrechen /|zerbrechen| 	 - gewollt ? - vielleicht !! Der Zerstoerer                   	ist am zerbrechen	zerbrechen	zerbrechen	9dda101a365b5655a953f51a13ccd0d19134	217.13.206.178	DE
1bec57de87e4c9cdf36558b0b8b77e5bd826,85.13.132.16,DE,1	                     angehört . Find die Musik doch recht gut . Also < bin /|sein|  am /|an|  überlegen /|überlegen| > ob ich mir mal n Album von denen hole .                      	                     angehört . Find die Musik doch recht gut . Also 	 bin /|sein|  am /|an|  überlegen /|überlegen| 	 ob ich mir mal n Album von denen hole .                      	bin am überlegen	überlegen	überlegen	1bec57de87e4c9cdf36558b0b8b77e5bd826	85.13.132.16	DE
faa09cf47137a831728628f91ad3798b45bd,81.169.145.65,DE,0	                            90er Jahre . Die große Death Metal-Welle < ist /|sein|  am /|am|  abebben /|abebben| > und erst mal bis auf weiteres im Sande                       	                            90er Jahre . Die große Death Metal-Welle 	 ist /|sein|  am /|am|  abebben /|abebben| 	 und erst mal bis auf weiteres im Sande                       	ist am abebben	abebben	abebben	faa09cf47137a831728628f91ad3798b45bd	81.169.145.65	DE
1d44ecbee5c76d1f1ef00f52ff1b2a08e1ac,85.13.137.3,DE,1	                            Filter wieder Einschalten ? Moin Leutz , < bin /|sein|  am /|an|  überlegen /|überlegen| > ob ich den Filter wieder einschalte , da                     	                            Filter wieder Einschalten ? Moin Leutz , 	 bin /|sein|  am /|an|  überlegen /|überlegen| 	 ob ich den Filter wieder einschalte , da                     	bin am überlegen	überlegen	überlegen	1d44ecbee5c76d1f1ef00f52ff1b2a08e1ac	85.13.137.3	DE
680842aebcd927bd92434db3f76cf0c20185,213.238.52.78,DE,0	                          Ich besitze fast 60 Kostüme . Neue Kostüme < sind /|sein|  am /|am|  entstehen /|entstehen| > . Es werden von mir also noch einige weitere                 	                          Ich besitze fast 60 Kostüme . Neue Kostüme 	 sind /|sein|  am /|am|  entstehen /|entstehen| 	 . Es werden von mir also noch einige weitere                 	sind am entstehen	entstehen	entstehen	680842aebcd927bd92434db3f76cf0c20185	213.238.52.78	DE
4624f82a80f4b46807399820e6e607d5cce5,178.77.85.198,DE,1	                      erfahrungen mit freier Zimmerhaltung ? UND ich < bin /|sein|  am /|an|  überlegen /|überlegen| > mir ein drittes Kaninche zu holen , wenn                     	                      erfahrungen mit freier Zimmerhaltung ? UND ich 	 bin /|sein|  am /|an|  überlegen /|überlegen| 	 mir ein drittes Kaninche zu holen , wenn                     	bin am überlegen	überlegen	überlegen	4624f82a80f4b46807399820e6e607d5cce5	178.77.85.198	DE
0dcad6b4f8035d9d25619df8e2b893a54000,81.173.214.178,DE,1	                             mal eine Notlandung probieren " . Alles < war /|sein|  am /|am|  lachen /|lachen| > . :p : p :p : p :p : p :p 02.02.2010 ,                       	                             mal eine Notlandung probieren " . Alles 	 war /|sein|  am /|am|  lachen /|lachen| 	 . :p : p :p : p :p : p :p 02.02.2010 ,                       	war am lachen	lachen	lachen	0dcad6b4f8035d9d25619df8e2b893a54000	81.173.214.178	DE
8d52b19dce654b44913c76d49fbd1c6335f4,217.160.7.12,DE,0	                             4. ) So reagieren Sie auf Störungen Sie < sind /|sein|  am /|am|  reden /|reden| > und ein Teilnehmer geht während Ihres Vortrags               	                             4. ) So reagieren Sie auf Störungen Sie 	 sind /|sein|  am /|am|  reden /|reden| 	 und ein Teilnehmer geht während Ihres Vortrags               	sind am reden	reden	reden	8d52b19dce654b44913c76d49fbd1c6335f4	217.160.7.12	DE
b604859f05057a85fccba1b77d8417434aad,80.237.132.227,DE,1	                    hochladen von Scripten zukünftig geschehen . ich < bin /|sein|  am /|an|  testen /|testen| > der verschiendenen möglichkeiten , es wird                   	                    hochladen von Scripten zukünftig geschehen . ich 	 bin /|sein|  am /|an|  testen /|testen| 	 der verschiendenen möglichkeiten , es wird                   	bin am testen	testen	testen	b604859f05057a85fccba1b77d8417434aad	80.237.132.227	DE
baee8c7544158c86a89822c25bcda21d6c9d,87.106.213.50,DE,0	                         sagen können und die Auskunft lautete : Sie < sind /|sein|  am /|am|  abarbeiten /|abarbeiten| > , können aber nichts sagen , wir bekommen                    	                         sagen können und die Auskunft lautete : Sie 	 sind /|sein|  am /|am|  abarbeiten /|abarbeiten| 	 , können aber nichts sagen , wir bekommen                    	sind am abarbeiten	abarbeiten	abarbeiten	baee8c7544158c86a89822c25bcda21d6c9d	87.106.213.50	DE
f37fbb4f6f838398a23de0afb6c501e57de1,217.13.206.167,DE,0	                 Krokodilstränen können endlich fließen und die Last < ist /|sein|  am /|am|  schwinden /|schwinden| > . Danke für eure aufbauenden Worte . Ich                     	                 Krokodilstränen können endlich fließen und die Last 	 ist /|sein|  am /|am|  schwinden /|schwinden| 	 . Danke für eure aufbauenden Worte . Ich                     	ist am schwinden	schwinden	schwinden	f37fbb4f6f838398a23de0afb6c501e57de1	217.13.206.167	DE
b2d02889b5e84111ebb68629b1caa7d5f033,80.67.28.59,DE,1	                          der Hand tägl. 10 min spazieren . Die Hufe < sind /|sein|  am /|am|  abheilen /|abheilen| > und mit Ledersohle beschlagen . Natürlich                    	                          der Hand tägl. 10 min spazieren . Die Hufe 	 sind /|sein|  am /|am|  abheilen /|abheilen| 	 und mit Ledersohle beschlagen . Natürlich                    	sind am abheilen	abheilen	abheilen	b2d02889b5e84111ebb68629b1caa7d5f033	80.67.28.59	DE
d1098da73374b333c4cc2ac02fc6046b4ded,194.97.153.233,DE,0	                        zieht man sich eine Zerrung im Bett zu ? Ich < bin /|sein|  am /|an|  linken /|linken| > Bein mal operiert worden wegen Durchblutungsstörungen        	                        zieht man sich eine Zerrung im Bett zu ? Ich 	 bin /|sein|  am /|an|  linken /|linken| 	 Bein mal operiert worden wegen Durchblutungsstörungen        	bin am linken	linken	linken	d1098da73374b333c4cc2ac02fc6046b4ded	194.97.153.233	DE
24cbba324419971f8aa9d8c0b38fcded6d9c,85.13.143.144,DE,1	                        gehen :D Do Jul 27 , 2006 11:16 Hmmm ... ich < bin /|sein|  am /|an|  überlegen /|überlegen| > ihn mir heute nochmal anzuschauen . :D                       	                        gehen :D Do Jul 27 , 2006 11:16 Hmmm ... ich 	 bin /|sein|  am /|an|  überlegen /|überlegen| 	 ihn mir heute nochmal anzuschauen . :D                       	bin am überlegen	überlegen	überlegen	24cbba324419971f8aa9d8c0b38fcded6d9c	85.13.143.144	DE
2c59b26e9fd7c13b253f04779900b4a1a669,85.214.253.51,DE,0	                         Fülle von Klagen , so heisst es dort weiter < sei /|sein|  am /|am|  laufen /|laufen| > . Fatal daran , dass offenbar jedes Gericht                  	                         Fülle von Klagen , so heisst es dort weiter 	 sei /|sein|  am /|am|  laufen /|laufen| 	 . Fatal daran , dass offenbar jedes Gericht                  	sei am laufen	laufen	laufen	2c59b26e9fd7c13b253f04779900b4a1a669	85.214.253.51	DE
36193338ed8aedb4d8a1d3442330083aa5d7,178.63.84.85,DE,1	                           hat es mein Lenkgetriebe erwischt und ich < bin /|sein|  am /|an|  überlegen /|überlegen| > ob ich mir bei rockauto.com den Dichtsatz                    	                           hat es mein Lenkgetriebe erwischt und ich 	 bin /|sein|  am /|an|  überlegen /|überlegen| 	 ob ich mir bei rockauto.com den Dichtsatz                    	bin am überlegen	überlegen	überlegen	36193338ed8aedb4d8a1d3442330083aa5d7	178.63.84.85	DE
10a8cd0b8e3faf4cb3e0ffadb8aca26ba51c,85.13.139.219,DE,1	                           euch mal mein prob . ich bin seit 2 tagen < war /|sein|  am /|am|  zocken /|zocken| > und eigentlich läuft auch alles gut bis                      	                           euch mal mein prob . ich bin seit 2 tagen 	 war /|sein|  am /|am|  zocken /|zocken| 	 und eigentlich läuft auch alles gut bis                      	war am zocken	zocken	zocken	10a8cd0b8e3faf4cb3e0ffadb8aca26ba51c	85.13.139.219	DE
ab8971bf9ff2cff7a8c59db007c0e0807040,80.237.132.83,DE,0	                             sind nicht einfach rumgetuckert sondern < waren /|sein|  am /|am|  springen /|springen| > über die Dünen etc. Und auch die Reifenschäden               	                             sind nicht einfach rumgetuckert sondern 	 waren /|sein|  am /|am|  springen /|springen| 	 über die Dünen etc. Und auch die Reifenschäden               	waren am springen	springen	springen	ab8971bf9ff2cff7a8c59db007c0e0807040	80.237.132.83	DE
ab8971bf9ff2cff7a8c59db007c0e0807040,80.237.132.83,DE,0	                             sind nicht einfach rumgetuckert sondern < waren /|sein|  am /|am|  springen /|springen| > über die Dünen etc. ... Das kann ich voll                    	                             sind nicht einfach rumgetuckert sondern 	 waren /|sein|  am /|am|  springen /|springen| 	 über die Dünen etc. ... Das kann ich voll                    	waren am springen	springen	springen	ab8971bf9ff2cff7a8c59db007c0e0807040	80.237.132.83	DE
fa13dddf8f6ab0b13088d58a28e5e4408c05,85.214.140.88,DE,0	                            st. 1 haben , richtig ? Sorry , aber ich < bin /|sein|  am /|am|  lernen /|lernen| > und will es verstehen . Hab vielen Dank                      	                            st. 1 haben , richtig ? Sorry , aber ich 	 bin /|sein|  am /|am|  lernen /|lernen| 	 und will es verstehen . Hab vielen Dank                      	bin am lernen	lernen	lernen	fa13dddf8f6ab0b13088d58a28e5e4408c05	85.214.140.88	DE
04dc0fb3aa9f5d83809110f18901c7ab3848,88.84.137.31,DE,0	                          jungen sitzen zu ruhig herum ( fitte junge < sind /|sein|  am /|am|  spielen /|spielen| > ) die jungen nehmen nach 2 - 3 wochen in                     	                          jungen sitzen zu ruhig herum ( fitte junge 	 sind /|sein|  am /|am|  spielen /|spielen| 	 ) die jungen nehmen nach 2 - 3 wochen in                     	sind am spielen	spielen	spielen	04dc0fb3aa9f5d83809110f18901c7ab3848	88.84.137.31	DE
029c4b2960be62599044c4a80da26ab957a7,87.230.46.232,DE,1	                         21:26 So , ein kleines Update : die Skalare < sind /|sein|  am /|am|  balzen /|balzen| > , wenn jemand Interesse an Nachzuchten                       	                         21:26 So , ein kleines Update : die Skalare 	 sind /|sein|  am /|am|  balzen /|balzen| 	 , wenn jemand Interesse an Nachzuchten                       	sind am balzen	balzen	balzen	029c4b2960be62599044c4a80da26ab957a7	87.230.46.232	DE
74fddb90d1a806af216aba0ba00c5595e073,109.239.56.56,DE,1	                      flieger .. welche joysticks spielt ihr ??? ich < bin /|sein|  am /|an|  überlegen /|überlegen| > ob ich mir den flusi auch wieder installieren                	                      flieger .. welche joysticks spielt ihr ??? ich 	 bin /|sein|  am /|an|  überlegen /|überlegen| 	 ob ich mir den flusi auch wieder installieren                	bin am überlegen	überlegen	überlegen	74fddb90d1a806af216aba0ba00c5595e073	109.239.56.56	DE
5715bf1d63e5e080943b4e9d31860c5db452,87.106.177.61,DE,1	                         spiele zur Zeit nur noch am Royal Flush und < bin /|sein|  am /|an|  überlegen /|überlegen| > ob ich mir noch einen neueren Pin zulege                     	                         spiele zur Zeit nur noch am Royal Flush und 	 bin /|sein|  am /|an|  überlegen /|überlegen| 	 ob ich mir noch einen neueren Pin zulege                     	bin am überlegen	überlegen	überlegen	5715bf1d63e5e080943b4e9d31860c5db452	87.106.177.61	DE
27502c55a023a76c0460c9ec315b94b0ff8b,81.169.145.150,DE,0	                          und wenn ich die Kopfweiden sehe denke ich < wäre /|sein|  am /|an|  linken /|linken| > Niederrhein . Bin ich denn hier an der                       	                          und wenn ich die Kopfweiden sehe denke ich 	 wäre /|sein|  am /|an|  linken /|linken| 	 Niederrhein . Bin ich denn hier an der                       	wäre am linken	linken	linken	27502c55a023a76c0460c9ec315b94b0ff8b	81.169.145.150	DE
94d941210db89a1327d860db2b20dd47054f,109.239.54.83,DE,0	                        leider ziemlich enttäuscht vom Spielfeld und < waren /|sein|  am /|am|  schimpfen /|schimpfen| > , es flossen sogar einige Tränen ... Jungs                   	                        leider ziemlich enttäuscht vom Spielfeld und 	 waren /|sein|  am /|am|  schimpfen /|schimpfen| 	 , es flossen sogar einige Tränen ... Jungs                   	waren am schimpfen	schimpfen	schimpfen	94d941210db89a1327d860db2b20dd47054f	109.239.54.83	DE
fe3126a217b72a14d653c8d42bd7134a44a0,82.98.67.130,DE,1	                  offiziellen Nike Shop und im Ausland gefunden . Ja < ist /|sein|  am /|am|  kommen /|kommen| > , viele Händler haben noch Bestände vom                      	                  offiziellen Nike Shop und im Ausland gefunden . Ja 	 ist /|sein|  am /|am|  kommen /|kommen| 	 , viele Händler haben noch Bestände vom                      	ist am kommen	kommen	kommen	fe3126a217b72a14d653c8d42bd7134a44a0	82.98.67.130	DE
4db0ca3a71416e9b3300c5cc588b9c7f235c,87.230.75.2,DE,1	                            liebe Neverwinter Nights 2 Freunde ! Ich < bin /|sein|  am /|an|  überlegen /|überlegen| > mir dieses Spiel auch zu zu legen und würde                  	                            liebe Neverwinter Nights 2 Freunde ! Ich 	 bin /|sein|  am /|an|  überlegen /|überlegen| 	 mir dieses Spiel auch zu zu legen und würde                  	bin am überlegen	überlegen	überlegen	4db0ca3a71416e9b3300c5cc588b9c7f235c	87.230.75.2	DE
aeb8a5c2f36af6674cb0e5c6d897c72729ce,78.46.16.48,DE,0	                     Auslieferung im neutralen Mailorderkarton . Wir < sind /|sein|  am /|an|  leben /|leben| > von Rosenstolz - für 12,99 € inkl. Versand                   	                     Auslieferung im neutralen Mailorderkarton . Wir 	 sind /|sein|  am /|an|  leben /|leben| 	 von Rosenstolz - für 12,99 € inkl. Versand                   	sind am leben	leben	leben	aeb8a5c2f36af6674cb0e5c6d897c72729ce	78.46.16.48	DE
aeb8a5c2f36af6674cb0e5c6d897c72729ce,78.46.16.48,DE,0	                  zeilenreich hat aktuell im Angebot das Album " Wir < sind /|sein|  am /|am|  leben /|leben| > " von Rosenstolz - für 12,99 € inkl. Versand                 	                  zeilenreich hat aktuell im Angebot das Album " Wir 	 sind /|sein|  am /|am|  leben /|leben| 	 " von Rosenstolz - für 12,99 € inkl. Versand                 	sind am leben	leben	leben	aeb8a5c2f36af6674cb0e5c6d897c72729ce	78.46.16.48	DE
4f94d269c55a9d8d1ba2ce3a6c8bf34e8f34,94.186.151.131,DE,0	                        Herrn , weiter benannt werden . Was soll neu < sein /|sein|  am /|an|  bezahlen /|bezahlen| > aus der Firmenkasse , für höchst kostspielige                	                        Herrn , weiter benannt werden . Was soll neu 	 sein /|sein|  am /|an|  bezahlen /|bezahlen| 	 aus der Firmenkasse , für höchst kostspielige                	sein am bezahlen	bezahlen	bezahlen	4f94d269c55a9d8d1ba2ce3a6c8bf34e8f34	94.186.151.131	DE
8ca6248251e29da1dc71e3f9e50ada36b86a,85.13.128.42,DE,0	               zusammengesteckt ( da ja die unteren eh noch fehlen ) < bin /|sein|  am /|an|  überlegen /|überlegen| > ob ich das ganze nicht generell ohne cover                   	               zusammengesteckt ( da ja die unteren eh noch fehlen ) 	 bin /|sein|  am /|an|  überlegen /|überlegen| 	 ob ich das ganze nicht generell ohne cover                   	bin am überlegen	überlegen	überlegen	8ca6248251e29da1dc71e3f9e50ada36b86a	85.13.128.42	DE
70a28e12c5a0a9430cb8ca3fa7360f0f765c,87.106.63.217,DE,1	                         ...? Gruß Michael Man munkelt , die Heringe < sind /|sein|  am /|am|  kommen /|kommen| > . Also sollte es für einen Test nicht zu                     	                         ...? Gruß Michael Man munkelt , die Heringe 	 sind /|sein|  am /|am|  kommen /|kommen| 	 . Also sollte es für einen Test nicht zu                     	sind am kommen	kommen	kommen	70a28e12c5a0a9430cb8ca3fa7360f0f765c	87.106.63.217	DE
